,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
868,1,1,0,1,0,1,1,1,0,0,0,3,30,4,1
869,0,1,1,1,1,1,1,0,0,1,1,7,53,5,1
870,0,0,0,1,1,0,1,1,0,0,0,0,48,3,1
871,0,1,0,1,1,1,0,0,1,0,0,5,67,5,0
872,0,1,0,1,1,1,0,0,1,0,1,9,39,2,1
873,1,1,0,1,0,1,1,1,0,1,0,2,67,0,0
874,0,1,0,1,1,1,0,0,0,0,1,6,61,2,1
875,0,1,0,1,0,0,0,1,1,0,0,1,57,0,1
876,0,1,0,1,0,0,1,0,0,0,1,9,64,5,1
877,0,1,0,1,1,1,1,1,0,0,1,7,64,5,0
878,1,1,0,1,1,1,1,1,1,1,0,3,34,4,0
879,1,1,1,1,1,1,1,1,1,1,0,3,45,4,1
880,1,1,0,1,0,1,1,1,0,0,0,2,34,3,1
881,0,1,0,1,1,1,1,0,0,0,1,9,67,5,1
882,0,0,0,1,0,1,0,0,0,0,1,9,38,2,0
883,1,1,0,1,1,1,1,1,1,0,0,1,22,4,1
884,1,1,1,0,0,1,1,1,0,0,0,10,57,4,0
885,1,1,0,0,0,1,1,1,0,0,0,1,65,0,0
886,0,1,0,1,1,1,0,0,0,0,0,5,63,5,1
887,0,1,0,1,1,1,0,0,1,0,1,8,49,5,1
888,0,1,0,1,1,1,1,0,0,0,1,5,36,5,1
889,0,0,1,1,1,0,0,0,0,1,1,4,60,2,0
890,0,1,0,1,1,1,0,0,1,0,1,6,62,5,0
891,1,1,0,1,0,1,1,1,1,0,0,10,55,4,1
892,1,1,0,1,0,1,0,1,0,0,0,2,41,3,0
893,0,1,0,1,1,1,0,0,1,0,1,5,46,1,1
894,1,1,0,1,0,1,1,1,0,0,0,2,51,3,0
895,1,1,0,0,0,1,0,1,0,1,0,10,61,0,0
896,1,1,0,1,0,1,0,1,1,1,0,2,38,4,0
897,0,1,0,1,1,1,0,0,1,0,1,7,59,2,0
898,1,1,0,0,0,1,0,1,0,1,0,3,36,3,1
899,0,1,0,1,1,1,1,0,0,0,0,8,62,2,0
900,0,1,1,1,1,1,0,1,1,0,0,8,58,3,1
901,1,1,0,1,1,1,1,1,0,0,0,3,23,4,0
902,0,1,0,1,0,1,0,0,1,0,1,9,50,0,0
903,1,1,0,1,0,1,0,1,1,0,0,3,25,3,0
904,0,1,0,1,0,1,1,1,0,0,0,0,55,3,1
905,0,1,0,1,1,1,1,0,1,0,1,9,48,5,1
906,0,0,0,1,0,1,0,0,0,0,1,9,62,2,0
907,1,1,0,1,0,1,1,1,0,0,0,1,61,0,0
908,1,1,0,1,1,1,0,1,1,0,0,3,32,1,0
909,0,1,0,0,0,1,1,0,0,1,0,8,49,0,1
910,1,1,1,1,1,1,1,1,1,1,1,2,20,3,1
911,0,1,0,1,1,1,0,0,1,0,1,0,43,0,0
912,0,0,0,0,0,1,1,0,0,0,0,9,63,2,0
913,1,1,0,0,0,1,1,1,0,1,0,3,60,3,0
914,0,1,0,1,0,1,1,0,0,0,0,0,68,5,0
915,1,1,0,1,0,1,1,1,0,0,0,2,64,3,1
916,0,1,0,1,1,1,1,0,0,0,1,9,57,5,1
917,1,1,0,0,0,1,1,1,0,0,0,3,71,3,1
918,1,1,0,1,1,1,1,1,0,0,1,2,30,0,0
919,1,1,0,0,0,1,1,1,0,1,0,10,61,1,1
920,1,0,0,0,0,1,1,1,0,0,0,0,55,3,0
921,1,1,0,0,0,1,0,0,1,0,0,6,53,3,1
922,1,1,0,1,0,1,0,1,1,0,0,3,45,0,1
923,1,1,0,1,0,1,1,1,0,0,0,2,41,3,1
924,1,1,0,1,1,1,0,1,1,1,0,2,30,0,1
925,0,1,0,1,0,1,1,0,0,0,0,1,42,4,0
926,1,1,0,0,0,1,1,1,0,0,0,2,22,4,0
927,1,1,0,1,0,1,1,1,0,0,0,2,46,0,0
928,1,1,0,1,0,1,0,1,0,0,0,10,43,3,1
929,1,1,0,0,0,1,1,1,0,1,0,10,33,3,0
930,1,1,0,1,1,1,1,1,0,0,0,5,19,2,0
931,1,1,0,1,1,1,0,1,1,0,0,3,24,3,1
932,0,1,0,1,1,1,1,0,1,0,1,7,58,5,1
933,0,1,0,1,0,1,0,0,1,0,0,8,59,0,1
934,1,1,0,1,0,1,1,1,0,0,0,2,31,3,0
935,0,1,0,1,1,1,0,0,1,0,0,1,37,3,0
936,0,1,1,1,1,1,1,1,0,0,0,1,56,3,1
937,0,1,0,1,1,1,1,1,0,0,0,5,52,0,1
938,0,0,0,1,1,1,1,0,0,0,1,9,36,2,1
939,1,1,0,1,1,1,1,1,0,1,0,3,25,3,0
940,1,1,0,1,1,1,0,1,0,0,1,8,20,5,1
941,1,0,0,1,1,1,0,1,1,0,0,3,21,3,0
942,1,1,0,1,1,1,0,0,1,0,0,5,59,4,0
943,0,1,0,1,0,1,1,0,0,0,0,7,51,5,0
944,0,1,0,1,0,1,1,1,0,0,0,1,50,3,0
945,0,1,0,1,0,1,1,0,0,0,0,8,63,0,1
946,1,1,0,1,0,1,1,1,0,0,0,0,25,0,0
947,0,1,0,1,0,1,1,1,0,0,0,0,51,3,1
948,0,1,0,1,1,1,1,1,0,0,0,4,36,5,0
949,1,1,0,1,1,1,0,1,1,0,0,2,31,3,0
950,0,1,0,1,0,1,1,0,0,0,0,0,26,3,1
951,0,0,0,0,0,0,0,0,0,0,1,9,30,5,1
952,1,1,0,1,0,1,1,1,0,0,0,1,37,3,0
953,1,1,0,1,1,1,0,0,0,0,1,4,30,0,1
954,1,1,0,1,1,1,1,1,0,1,0,3,30,3,0
955,0,1,1,0,0,1,0,1,1,0,0,3,55,0,0
956,0,1,0,1,1,1,1,0,0,0,0,0,19,3,0
957,1,1,0,0,0,1,1,1,0,1,0,10,23,1,0
958,0,1,0,1,1,1,1,0,0,0,1,7,26,0,0
959,0,1,0,1,0,1,1,0,0,0,0,4,59,5,0
960,1,1,0,0,0,1,0,1,1,1,0,3,23,4,1
961,1,1,0,1,1,1,0,1,0,0,0,3,30,3,1
962,1,1,0,1,1,1,1,1,0,0,0,2,18,0,0
963,0,1,0,0,1,1,1,1,0,0,1,8,51,5,1
964,0,0,0,1,1,1,0,0,1,0,1,1,35,5,1
965,1,1,0,1,1,1,0,1,1,0,1,2,43,4,0
966,0,1,0,1,1,1,0,1,0,0,0,8,56,5,0
967,0,1,0,1,0,1,0,0,1,0,0,1,53,4,1
968,0,1,0,1,1,1,1,0,0,0,0,6,47,0,0
969,1,1,0,1,1,1,0,1,0,0,0,1,65,0,1
970,0,1,0,1,0,1,0,0,0,0,0,8,51,2,1
971,1,1,0,1,0,1,0,1,1,0,0,1,33,3,0
972,1,1,0,1,1,1,0,1,1,0,0,8,61,2,1
973,1,1,0,1,0,1,1,1,0,0,0,8,33,3,0
974,1,1,0,1,1,1,1,1,0,1,0,8,25,3,1
975,0,1,0,1,1,1,1,1,1,0,1,9,36,2,1
976,1,1,0,1,0,1,1,1,0,1,0,10,47,3,1
977,1,1,1,1,0,1,1,1,0,1,0,1,59,3,0
978,1,1,0,1,1,1,0,0,1,0,1,7,37,5,0
979,1,1,1,1,1,1,1,1,0,0,0,8,22,3,1
980,0,1,0,1,1,1,1,0,0,0,1,6,48,0,1
981,1,1,0,1,0,1,1,1,0,0,1,1,70,5,1
982,0,0,0,1,1,1,1,0,1,0,1,9,51,2,1
983,0,1,0,1,0,1,1,0,0,0,0,2,23,3,0
984,1,1,1,1,1,1,1,1,1,1,0,10,28,0,0
985,1,1,0,1,1,1,0,1,1,0,1,3,39,4,1
986,0,1,0,0,0,1,0,1,0,1,0,3,62,0,0
987,1,1,0,1,0,1,0,1,1,0,0,10,25,4,0
988,1,1,0,1,1,1,0,0,1,0,0,1,27,0,0
989,0,1,0,0,0,1,0,0,0,0,0,5,59,0,0
990,0,1,1,1,1,1,1,0,0,0,0,6,65,0,1
991,0,0,0,0,0,0,0,1,1,0,0,7,54,0,0
992,1,1,0,1,0,1,1,1,0,1,0,2,64,0,1
993,1,1,0,0,0,1,0,1,0,0,0,1,49,3,0
994,1,1,0,1,1,1,1,1,1,0,0,10,22,1,0
995,1,1,0,1,1,1,1,1,0,0,0,2,35,3,1
996,1,1,0,1,1,1,0,1,1,0,0,3,41,1,0
997,1,1,0,1,0,1,1,1,1,1,1,0,32,0,1
998,1,1,0,1,1,1,0,1,0,0,0,10,24,4,0
999,1,1,0,0,0,1,1,1,0,1,0,10,52,4,0
1000,0,0,0,1,1,1,0,0,1,0,1,9,44,5,1
1001,1,1,0,1,0,1,1,1,0,0,0,3,38,3,0
1002,1,1,0,1,1,1,1,1,0,0,0,2,43,4,0
1003,1,1,0,1,1,1,1,1,0,0,0,0,32,5,0
1004,0,1,0,1,0,1,0,0,1,0,0,4,38,0,1
1005,0,1,0,1,1,1,1,0,0,0,0,8,63,2,0
1006,1,1,0,1,0,1,0,1,0,1,0,2,46,0,0
1007,1,1,0,1,0,1,0,1,0,0,1,2,29,0,0
1008,0,0,0,1,1,0,0,0,1,0,1,9,61,2,0
1009,1,1,0,1,1,0,0,0,1,0,0,1,47,0,1
1010,1,1,0,1,1,1,0,1,1,0,0,2,31,3,1
1011,0,1,0,0,0,1,1,1,0,1,0,2,35,4,1
1012,1,1,0,1,0,1,1,1,0,0,0,2,64,0,1
1013,1,1,0,1,1,1,1,1,0,0,0,1,26,3,0
1014,0,1,1,1,1,1,1,0,0,0,0,4,55,5,0
1015,1,1,0,1,1,1,1,1,0,0,0,2,46,1,0
1016,1,1,0,0,0,1,1,1,0,0,0,10,52,3,1
1017,0,1,0,1,1,1,0,0,1,0,1,9,50,2,0
1018,1,1,0,1,1,1,1,1,0,0,0,2,33,3,1
1019,1,1,0,1,0,1,1,1,0,0,0,10,30,3,0
1020,0,1,0,1,0,1,0,0,0,0,0,2,46,4,0
1021,0,1,0,1,0,1,1,0,0,0,1,8,60,5,0
1022,1,1,0,1,0,0,1,1,0,0,0,2,27,1,1
1023,1,1,0,1,0,1,1,1,0,0,0,1,51,0,0
1024,1,1,0,0,0,1,1,1,0,1,0,3,41,3,0
1025,1,1,0,1,0,1,1,1,0,0,0,1,67,3,0
1026,0,0,0,1,1,0,0,0,1,0,1,9,63,2,0
1027,1,1,0,1,0,1,0,1,0,1,0,2,65,0,0
1028,0,1,0,1,1,0,0,0,1,0,1,8,59,3,1
1029,1,1,0,1,1,1,0,1,1,0,0,8,34,5,0
1030,0,1,0,1,1,1,1,1,0,0,0,8,34,5,0
1031,1,1,0,1,1,1,1,1,0,0,0,3,53,4,0
1032,1,1,0,1,0,1,1,1,0,1,0,1,31,4,0
1033,1,1,0,0,0,1,1,1,0,1,0,10,58,3,0
1034,1,1,0,0,0,1,1,1,0,0,0,1,39,4,1
1035,1,1,1,1,0,1,1,1,0,0,0,3,66,3,1
1036,1,1,0,1,0,1,1,1,0,0,0,8,55,3,1
1037,1,1,0,1,0,1,0,1,1,0,0,10,28,3,0
1038,1,1,0,1,1,0,0,1,1,0,1,9,34,3,0
1039,1,1,0,1,0,1,0,1,1,0,0,3,24,3,1
1040,1,1,1,0,0,1,1,0,0,1,0,8,59,0,0
1041,1,1,0,0,0,1,1,1,0,1,0,2,67,0,0
1042,0,1,0,1,1,1,1,0,0,0,1,0,52,3,0
1043,0,1,0,1,0,1,0,1,1,0,0,1,41,4,1
1044,1,1,0,1,0,1,1,1,0,1,0,10,37,3,0
1045,1,1,0,1,1,1,1,1,0,0,0,10,18,4,1
1046,1,1,0,0,0,1,1,1,0,1,0,3,63,4,1
1047,1,1,1,1,1,1,1,1,0,0,0,3,24,4,1
1048,1,1,0,0,0,1,1,1,0,0,0,10,57,1,1
1049,1,1,0,1,0,1,1,1,0,0,0,8,40,3,1
1050,1,1,0,1,1,1,0,1,1,0,0,1,20,3,1
1051,1,1,0,1,1,1,0,1,0,0,0,0,55,0,1
1052,1,1,0,1,1,1,0,1,1,1,0,1,18,5,0
1053,1,1,0,1,0,0,0,0,1,0,0,0,42,3,1
1054,0,1,0,1,0,1,1,0,1,0,1,7,47,5,0
1055,0,1,0,1,0,1,0,0,1,0,0,2,40,0,1
1056,1,1,0,1,0,1,1,1,0,1,0,2,35,3,0
1057,1,1,0,1,1,1,1,0,0,0,0,0,64,3,1
1058,0,1,0,1,1,0,1,1,0,0,1,5,50,0,0
1059,1,1,0,0,0,1,1,1,0,1,0,10,55,4,0
1060,0,0,0,1,1,1,1,0,0,0,1,7,64,2,0
1061,0,1,0,1,1,1,0,0,1,0,1,7,49,5,0
1062,1,1,0,0,0,0,0,1,1,0,0,8,49,0,1
1063,0,1,0,1,0,1,1,0,0,0,0,2,49,4,0
1064,0,1,0,1,1,1,0,0,1,0,1,7,50,0,1
1065,1,1,0,1,0,1,0,1,1,1,0,8,65,5,1
1066,0,1,1,1,1,1,0,0,1,0,1,9,49,4,1
1067,1,1,0,1,1,1,1,1,0,0,0,3,36,3,1
1068,1,1,0,1,1,1,0,1,1,1,0,3,31,1,0
1069,1,1,0,1,1,1,1,1,0,0,0,10,25,4,0
1070,1,1,0,1,0,1,1,1,0,0,0,2,51,3,1
1071,0,1,0,1,0,0,0,0,1,0,0,0,41,4,1
1072,0,1,0,1,1,1,1,0,0,0,0,4,58,5,0
1073,0,1,1,1,0,1,1,1,0,0,0,8,69,3,1
1074,1,1,0,1,0,1,1,1,0,0,0,2,22,4,0
1075,1,1,0,1,0,1,0,1,1,0,0,10,39,3,1
1076,0,1,0,1,1,0,1,0,0,0,0,5,58,3,0
1077,0,1,0,0,1,0,0,0,1,0,0,4,47,3,1
1078,0,1,0,1,0,1,0,1,1,0,0,0,62,4,1
1079,1,1,0,1,0,1,1,1,0,0,0,2,49,3,1
1080,0,1,1,1,0,1,1,1,0,0,0,6,65,5,0
1081,1,1,0,1,0,1,1,1,0,1,0,10,39,4,0
1082,0,1,0,1,1,0,1,0,0,0,1,6,33,5,0
1083,1,1,0,1,0,0,0,1,1,0,0,3,33,4,1
1084,0,1,0,1,0,1,0,1,1,0,0,0,64,3,1
1085,0,1,0,1,1,1,1,1,0,0,0,5,18,5,1
1086,1,1,0,1,0,1,1,1,0,1,0,0,67,3,1
1087,0,1,0,1,0,1,0,0,1,0,1,9,62,5,0
1088,0,1,0,1,1,1,1,1,0,0,0,7,56,2,0
1089,0,1,0,1,1,0,1,1,0,1,0,9,36,3,0
1090,0,1,0,1,0,0,0,1,0,1,0,0,68,5,1
1091,1,1,0,0,0,1,0,1,0,1,0,2,42,3,0
1092,1,1,0,1,0,0,0,1,1,0,0,1,39,4,1
1093,1,1,0,1,1,1,1,1,0,0,0,2,24,3,0
1094,1,1,0,1,1,1,0,1,1,0,0,3,38,4,0
1095,1,1,0,0,0,1,0,1,1,0,0,10,52,4,1
1096,1,1,0,0,0,1,1,1,0,1,0,1,43,4,0
1097,0,1,0,1,0,1,1,0,0,0,0,8,57,0,1
1098,0,1,1,1,1,1,1,0,0,0,0,7,59,5,0
1099,0,0,0,1,0,0,0,1,0,0,1,9,57,2,0
1100,1,1,0,1,0,1,1,1,0,0,0,8,43,0,1
1101,1,1,0,1,1,1,1,1,0,1,0,10,25,4,0
1102,1,1,0,1,0,1,1,1,0,1,0,1,61,0,0
1103,1,1,0,1,1,1,0,1,1,0,0,10,25,3,0
1104,0,0,0,1,1,1,0,0,1,0,1,9,70,5,0
1105,0,1,0,1,1,1,1,0,0,0,0,1,54,0,1
1106,1,1,1,1,0,1,1,1,0,0,0,10,60,0,1
1107,0,1,0,1,1,1,0,0,0,0,0,7,59,5,1
1108,0,0,0,1,1,0,0,0,1,0,1,9,66,2,1
1109,1,1,0,1,0,0,1,0,0,1,0,3,51,4,1
1110,1,1,0,1,0,1,0,1,1,0,0,0,57,3,0
1111,0,1,0,1,1,1,1,0,0,0,0,1,61,0,0
1112,1,1,0,1,1,0,0,1,1,1,0,2,31,3,0
1113,1,1,0,1,1,1,0,1,1,0,0,1,27,4,1
1114,1,1,0,1,1,1,1,1,0,0,0,2,36,4,1
1115,0,1,0,1,1,1,0,0,1,0,1,9,45,2,0
1116,0,1,0,1,1,1,1,0,0,0,1,6,53,0,0
1117,0,1,0,0,0,1,1,1,0,1,0,2,42,5,0
1118,0,1,0,1,1,1,1,1,0,0,0,8,50,5,0
1119,0,1,0,1,0,1,1,0,0,0,1,1,51,3,0
1120,0,0,0,1,1,1,0,0,1,0,1,7,36,2,1
1121,1,1,0,1,0,1,0,1,0,0,0,4,55,1,0
1122,0,1,0,1,1,1,0,1,0,0,0,8,67,0,1
1123,1,1,0,0,0,1,1,1,0,0,0,8,56,3,1
1124,0,1,0,1,1,1,1,0,0,0,0,8,70,5,0
1125,0,0,1,1,1,1,1,1,0,0,1,9,58,5,0
1126,0,0,0,1,1,1,0,0,1,0,1,9,44,2,1
1127,0,1,0,1,0,1,1,0,1,0,0,9,52,5,0
1128,1,1,0,1,1,1,1,0,0,0,0,6,61,5,0
1129,1,1,0,1,0,1,1,1,0,0,0,2,33,3,0
1130,1,1,0,1,1,1,1,1,0,0,0,3,30,3,0
1131,0,0,0,1,1,0,0,0,1,0,1,9,37,0,1
1132,1,1,0,1,1,1,0,1,1,0,0,2,26,0,1
1133,0,1,1,1,0,1,0,0,1,0,0,8,65,5,0
1134,1,1,0,1,0,1,1,1,0,0,0,10,38,3,0
1135,1,1,0,1,0,1,1,1,0,0,0,0,29,4,0
1136,0,1,1,1,0,1,0,0,1,0,1,9,62,2,0
1137,0,1,0,1,0,1,1,1,0,0,0,3,21,4,1
1138,0,1,0,1,0,1,1,0,0,0,0,6,35,5,0
1139,1,0,0,1,1,1,1,1,1,0,1,10,27,0,1
1140,0,0,0,1,1,1,0,0,1,0,1,9,19,2,1
1141,1,1,0,1,1,1,0,1,0,0,0,10,29,0,1
1142,1,1,0,1,0,1,0,0,1,0,0,2,29,4,1
1143,1,1,0,1,1,1,1,1,0,0,0,3,29,4,1
1144,1,1,0,1,0,1,1,1,0,0,0,2,31,4,0
1145,1,1,0,1,1,1,1,1,0,0,0,0,55,3,0
1146,1,1,0,1,1,1,1,1,0,0,0,1,36,0,1
1147,0,1,0,1,1,1,1,1,0,0,1,0,48,5,0
1148,1,1,0,1,1,1,1,1,0,0,0,1,23,0,0
1149,1,1,0,1,1,1,1,1,0,0,0,10,35,3,1
1150,0,1,0,1,0,1,1,0,0,0,1,8,29,2,1
1151,0,1,0,1,1,1,1,1,0,0,1,8,52,0,0
1152,1,1,0,1,1,1,1,1,0,0,0,3,32,4,1
1153,0,1,0,1,0,1,1,0,0,0,0,2,39,4,0
1154,1,1,0,1,0,1,1,1,0,0,0,2,55,3,0
1155,1,1,0,1,0,1,1,1,0,0,0,0,41,4,1
1156,0,1,0,1,1,1,1,0,0,0,1,9,55,2,0
1157,1,1,0,1,0,1,1,1,0,0,0,10,29,3,0
1158,1,1,0,0,0,1,1,1,0,1,0,2,35,4,1
1159,1,1,0,0,0,1,1,1,1,1,0,10,44,4,1
1160,0,1,0,1,0,1,1,1,0,1,0,0,60,0,0
1161,1,1,0,1,0,1,0,1,1,0,0,10,40,3,0
1162,0,1,1,1,1,1,0,0,0,0,0,9,45,5,0
1163,0,1,0,1,1,1,1,0,0,0,0,5,37,5,0
1164,1,1,0,0,0,1,1,1,1,1,0,10,30,4,1
1165,1,1,0,1,0,1,0,1,0,0,0,0,53,3,1
1166,0,1,0,1,1,1,0,0,1,0,1,9,33,3,1
1167,0,1,0,1,0,1,0,0,0,0,0,4,37,0,1
1168,1,1,0,1,1,1,1,1,0,0,0,3,33,3,1
1169,1,1,0,1,0,0,1,1,0,1,0,10,37,4,0
1170,1,1,0,1,1,1,0,0,0,0,0,0,57,0,1
1171,0,0,0,1,1,1,1,0,0,0,1,9,53,2,0
1172,1,1,0,1,0,1,0,1,0,1,0,2,46,1,0
1173,0,1,0,1,1,1,0,1,1,0,1,8,62,0,1
1174,1,1,0,1,0,1,1,1,0,0,0,10,53,3,0
1175,0,1,0,1,0,1,1,0,0,0,1,4,53,5,1
1176,1,1,0,1,1,1,1,1,0,1,0,3,35,3,0
1177,0,1,0,0,1,1,0,0,1,0,1,6,52,5,1
1178,1,1,0,1,1,1,1,1,0,0,0,2,23,3,0
1179,0,1,0,1,1,1,0,0,1,0,1,8,57,2,0
1180,1,0,0,1,1,1,0,1,1,0,0,3,29,4,0
1181,1,1,1,1,1,1,0,1,1,1,0,8,35,5,0
1182,0,0,0,1,1,1,0,0,1,0,1,7,44,0,1
1183,0,1,0,1,1,0,1,0,0,0,1,9,57,0,0
1184,1,1,0,1,0,1,0,1,1,0,0,3,49,3,1
1185,1,1,1,0,0,1,1,1,0,1,0,3,63,3,1
1186,1,1,0,1,1,1,1,1,0,0,0,3,50,4,1
1187,1,1,0,1,1,1,1,1,0,0,0,2,69,3,1
1188,1,1,0,0,0,1,0,1,1,1,0,10,55,4,1
1189,0,1,0,0,0,1,1,0,0,0,0,1,44,4,0
1190,0,1,0,1,0,1,1,0,0,1,0,0,65,5,0
1191,1,1,0,1,1,0,0,1,1,0,1,2,30,0,0
1192,0,1,0,1,0,1,0,0,0,0,0,5,70,5,0
1193,0,0,0,1,1,0,0,0,1,0,1,5,67,0,0
1194,0,1,1,1,1,1,0,1,1,0,0,8,60,0,1
1195,1,1,0,1,1,1,0,1,1,0,0,1,31,0,0
1196,1,1,0,1,1,1,1,1,0,1,0,2,50,4,0
1197,0,1,0,1,1,1,0,0,1,0,1,9,66,5,0
1198,1,1,0,1,1,1,1,1,0,1,0,2,24,3,1
1199,1,1,0,1,1,1,0,0,0,0,0,2,50,3,0
1200,1,1,0,1,0,1,1,1,0,0,0,8,42,4,0
1201,1,1,0,1,1,1,1,1,0,1,0,10,23,4,0
1202,1,1,0,1,1,1,0,1,1,0,0,2,24,3,0
1203,1,1,0,1,0,1,1,1,0,0,0,2,57,3,1
1204,0,1,0,1,0,1,0,0,1,0,0,9,64,2,1
1205,0,0,0,0,0,1,1,1,0,0,0,0,63,3,0
1206,1,1,1,1,1,1,1,1,0,0,1,4,62,5,0
1207,1,1,0,1,1,1,0,1,1,0,0,10,19,4,0
1208,1,1,0,1,0,1,0,1,1,0,0,10,22,0,0
1209,1,1,0,1,1,0,1,1,0,0,1,0,20,0,0
1210,1,1,0,1,0,1,1,1,0,0,0,0,32,3,0
1211,1,1,0,1,0,1,1,1,0,1,0,1,22,0,0
1212,0,1,0,1,1,1,0,0,1,0,1,5,28,5,0
1213,1,1,0,0,0,1,1,1,0,1,1,3,47,3,0
1214,0,1,0,1,0,1,1,0,0,0,0,8,63,3,1
1215,1,1,0,1,1,1,0,1,1,1,1,7,44,0,1
1216,1,1,0,1,1,1,0,1,0,0,0,0,27,5,0
1217,0,1,0,1,1,1,1,0,0,0,0,5,22,3,1
1218,0,1,0,1,1,1,1,1,0,0,0,5,66,2,0
1219,0,1,0,1,1,1,1,1,0,0,0,0,68,0,1
1220,0,1,1,1,1,1,1,1,1,0,1,9,59,2,1
1221,1,1,0,1,1,0,1,1,0,0,0,2,20,3,0
1222,1,1,0,1,1,1,0,1,1,0,0,2,39,4,0
1223,0,1,0,1,1,1,1,0,0,0,1,8,24,0,0
1224,0,1,0,1,0,1,1,0,0,0,0,2,49,4,1
1225,0,1,0,1,1,0,0,0,1,0,1,4,42,0,1
1226,1,1,0,1,1,1,1,1,0,0,0,3,20,0,0
1227,0,0,0,1,1,0,0,0,1,0,1,9,27,5,0
1228,0,1,0,1,1,1,1,0,0,0,1,6,22,2,0
1229,0,1,0,1,1,1,1,0,0,0,1,9,26,5,1
1230,1,1,1,0,0,1,1,1,0,1,0,3,58,4,1
1231,0,0,0,1,1,0,0,0,1,0,1,9,35,5,1
1232,0,1,0,1,1,1,1,1,0,0,0,8,28,4,1
1233,0,1,0,1,1,1,1,0,0,0,0,7,60,2,0
1234,0,1,0,1,1,1,0,0,0,0,0,9,61,0,0
1235,1,1,0,1,0,1,0,1,1,0,0,2,59,3,1
1236,0,1,0,1,1,1,1,0,0,0,0,0,64,0,0
1237,0,1,0,1,1,1,0,1,1,0,1,8,19,2,0
1238,0,1,1,0,0,1,1,1,0,0,0,5,69,0,0
1239,0,1,0,0,1,1,0,1,0,0,0,1,44,3,1
1240,1,1,0,1,1,1,1,1,0,0,0,1,29,4,0
1241,0,1,0,1,1,1,1,0,0,0,0,8,27,0,1
1242,1,1,0,1,1,1,1,1,0,0,1,10,26,0,1
1243,0,1,0,1,1,1,1,0,0,0,0,4,59,5,0
1244,1,1,0,1,1,1,0,0,1,0,0,6,40,5,1
1245,1,1,0,1,0,1,1,1,1,0,1,10,32,5,1
1246,0,1,0,0,0,1,1,0,0,0,1,6,49,0,0
1247,1,1,0,1,0,0,0,1,1,0,0,1,58,0,1
1248,1,1,0,1,0,1,1,1,0,1,0,10,44,4,0
1249,0,1,0,1,0,1,0,0,0,0,1,5,54,0,1
1250,1,1,0,1,1,1,1,1,0,0,0,0,31,4,0
1251,1,1,0,1,0,1,1,1,0,0,0,8,45,0,0
1252,0,1,0,1,0,1,1,1,0,0,0,0,50,0,1
1253,1,1,0,1,1,1,0,1,1,0,0,0,23,3,1
1254,0,1,0,1,0,1,0,0,1,0,1,6,45,5,0
1255,0,1,0,0,1,1,0,1,1,0,0,2,30,4,1
1256,1,1,0,1,1,1,1,1,0,0,1,10,31,0,1
1257,0,1,0,1,1,1,1,1,0,0,1,1,40,0,0
1258,1,1,0,0,0,1,1,1,0,1,0,3,63,3,1
1259,1,1,0,1,0,1,1,1,0,1,0,2,62,0,0
1260,1,1,0,1,1,1,0,1,1,0,0,10,22,1,1
1261,1,1,0,0,0,1,1,1,0,1,0,2,45,3,0
1262,1,1,1,1,1,1,0,1,1,0,0,8,54,0,0
1263,0,0,0,0,0,0,0,0,0,0,0,9,70,2,0
1264,1,1,0,1,1,1,1,1,0,0,1,8,40,3,1
1265,0,1,0,1,1,1,1,0,0,0,0,4,43,0,1
1266,1,1,0,1,1,1,0,1,1,1,0,1,43,4,1
1267,0,1,0,1,1,1,0,1,1,0,1,5,47,5,0
1268,0,1,0,1,1,1,1,0,0,0,0,7,29,5,0
1269,1,1,0,1,1,1,1,1,0,0,0,3,66,4,0
1270,0,1,0,1,1,1,0,0,1,0,1,4,22,0,1
1271,1,1,0,0,0,1,1,1,0,1,0,2,64,0,0
1272,1,1,0,1,1,1,0,1,1,0,0,8,38,3,1
1273,1,1,0,0,0,0,0,0,0,0,0,4,54,0,1
1274,0,0,0,1,1,1,0,0,1,0,1,9,42,5,1
1275,0,1,0,1,1,1,1,0,0,0,0,7,68,0,0
1276,0,1,1,1,1,1,1,0,0,0,1,9,65,2,0
1277,1,1,0,1,1,1,1,1,0,1,0,2,18,3,0
1278,0,1,0,1,0,1,1,1,0,0,0,2,53,0,0
1279,1,1,0,1,0,1,0,1,1,0,0,1,42,3,0
1280,1,1,0,1,0,1,0,1,0,0,0,10,30,3,0
1281,1,1,0,1,0,1,1,1,0,1,0,1,53,5,1
1282,1,1,0,1,1,1,1,1,0,0,0,3,27,3,1
1283,1,1,0,1,1,1,1,1,0,0,0,2,23,4,1
1284,0,0,0,0,0,0,0,0,1,0,1,9,40,5,1
1285,1,0,0,1,0,1,1,1,0,0,0,2,60,0,1
1286,0,1,0,1,1,1,0,0,1,0,0,8,59,4,1
1287,0,0,0,1,1,0,0,0,1,0,1,6,49,3,1
1288,0,1,0,1,1,1,0,0,1,0,1,8,44,3,1
1289,0,0,0,1,1,1,0,0,1,0,1,7,62,2,1
1290,1,1,0,1,0,1,0,1,1,0,0,8,37,3,0
1291,1,1,0,1,1,1,1,1,0,0,0,2,26,3,0
1292,0,1,0,1,1,1,1,1,0,0,1,7,58,5,0
1293,1,1,0,1,1,0,0,1,1,1,0,10,30,4,0
